,Company_Brand,Sector,Stage,Amount($),HeadQuarter,Year
730,Swiggy,Food & Beverages,Series A,113000000.0,Bangalore,2020
731,Whatfix,Technology,Series C,32000000.0,Bangalore,2020
732,Unacademy,Education,Series E,110000000.0,Bangalore,2020
733,Yolo,Transport,Pre-series A,600000.0,Gurgaon,2020
734,MaxWholesale,Commerce,Series A,3000000.0,New Delhi,2020
735,Simsim,Commerce,Series B,8000000.0,Bangalore,2020
736,Shuttl,Transport,Series C,7975700.0,New Delhi,2020
737,Vedantu,Education,Series C,24000000.0,Bangalore,2020
738,Clover,Agriculture,Series A,5500000.0,Bangalore,2020
739,CodingNinjas,Education,Series A,5200000.0,New Delhi,2020
740,Furlenco,Commerce,Series C,2200000.0,Bangalore,2020
741,MoEngage,Commerce,Series C,25000000.0,Bangalore,2020
742,Pepperfry,Commerce,Series F,40000000.0,Mumbai,2020
743,FirstCry,Commerce,Series E,296000000.0,Pune,2020
744,Waycool,Agriculture,Series C,32000000.0,Chennai,2020
745,Leap India,Agriculture,Series B,30000000.0,Coimbatore,2020
746,Dot Pvt. Ltd,Finance,Pre-series A,8000000.0,Gurgaon,2020
747,Kuku FM,Media & Entertainment,Series A,5500000.0,Mumbai,2020
748,SuperMoney,Finance,Pre-series A,1000000.0,Mumbai,2020
749,Entri,Education,Pre-series A,1400000.0,Kochi,2020
750,Doubtnut,Education,Series A,15000000.0,Gurgaon,2020
751,Kisan Network,Agriculture,Pre-series A,3000000.0,Gurgaon,2020
752,Vogo,Transport,Series C,35000000.0,Bangalore,2020
754,WizKlub,Education,Pre-series A,982530.0,Bangalore,2020
755,Interviewbit,Education,Series A,200000000.0,Pune,2020
756,INdwealth,Finance,Series C,12000000.0,Gurgaon,2020
757,Bizongo,Commerce,Series C,30000000.0,Mumbai,2020
758,AppsFlyer,Technology,Series D,210000000.0,Bangalore,2020
759,Livspace,LifeStyle,Series D,60000000.0,Bangalore,2020
760,Samosa Singh,Food & Beverages,Series A,2700000.0,Bangalore,2020
761,Crysta,Health,Pre-series A,1403400.0,New Delhi,2020
762,Eupheus Learning,Education,Series A,4300000.0,New Delhi,2020
763,Bounce,Transport,Series D,105000000.0,Bangalore,2020
764,Goodmylk,Agriculture,Pre-series A,400000.0,Bangalore,2020
765,Zoomcar,Transport,Series D,30000000.0,Bangalore,2020
766,Mera Cashier,Finance,Pre-series A,250000.0,Noida,2020
767,Monech,Finance,Pre-series A,12700.0,Mumbai,2020
768,Extra Edge,Education,Pre-series A,700000.0,Pune,2020
769,Karfa,Commerce,Pre-series A,25000.0,New Delhi,2020
770,Bounce,Transport,Series D,97500000.0,Bangalore,2020
771,Zinier,Manufacturing,Series C,90000000.0,Bangalore,2020
772,ProEves,Health,Pre-series A,507000.0,New Delhi,2020
773,Ninjacart,Commerce,Series C,10000000.0,Bangalore,2020
774,Wysh,Commerce,Series A,2000000.0,Hyderabad,2020
775,Keito,Technology,Pre-series A,160000.0,Pune,2020
776,Axio Biosolutions,Education,Series B,5200000.0,Bangalore,2020
777,HighRadius,Technology,Series B,125000000.0,Hyderabad,2020
778,Rivigo,Transport,Series F,3400000.0,Gurgaon,2020
779,Super Surfaces,LifeStyle,Series A,500000.0,Hyderabad,2020
780,GoMechanic,Technology,Series B,14700000.0,New Delhi,2020
781,Fashor,Beauty & Fashion,Pre-series A,1000000.0,Chennai,2020
782,Shuttl,Transport,Series C,8043000.0,New Delhi,2020
783,Pando,Technology,Series A,9000000.0,Chennai,2020
784,Unbox Robotics,Technology,Pre-series A,1200000.0,Bangalore,2021
785,Lead School,Education,Series D,30000000.0,Mumbai,2021
786,Bizongo,Commerce,Series C,51000000.0,Mumbai,2021
787,FypMoney,Finance,Pre-series A,2000000.0,Gurgaon,2021
788,Fitterfly,Health,Pre-series A,3000000.0,Mumbai,2021
789,MyDentalPlan,Health,Pre-series A,700000.0,Bangalore,2021
790,ORAI,Technology,Pre-series A,400000.0,Bangalore,2021
791,ixamBee,Education,Pre-series A,300000.0,New Delhi,2021
792,CoinSwitch Kuber,Finance,Series B,25000000.0,Bangalore,2021
793,Razorpay,Finance,Series E,160000000.0,Bangalore,2021
794,ZFW Hospitality,Food & Beverages,Pre-series A,150000.0,New Delhi,2021
795,Optimized Electrotech,Transport,Pre-series A,1800000.0,Ahmedabad,2021
796,Chara,Technology,Pre-series A,850000.0,Bangalore,2021
797,Sirona Hygiene,Health,Series A,3000000.0,New Delhi,2021
798,Pristyn Care,Health,Series D,53000000.0,Gurgaon,2021
799,TrulyMadly,Media & Entertainment,Pre-series A,2000000.0,New Delhi,2021
800,Jambox Games,Manufacturing,Pre-series A,1100000.0,Bangalore,2021
801,SuperK,Commerce,Pre-series A,800000.0,Andhra Pradesh,2021
802,TagZ Foods,Food & Beverages,Pre-series A,500000.0,Bangalore,2021
803,Puresh Daily,Agriculture,Pre-series A,100000.0,Ranchi,2021
804,LimeChat,Technology,Pre-series A,7500000.0,Faridabad,2021
805,Dybo,Technology,Pre-series A,100000.0,Bangalore,2021
806,moEVing,Transport,Pre-series A,1000000.0,Gurgaon,2021
807,Solethreads,Beauty & Fashion,Series A,1000000.0,Gurgaon,2021
808,CredFlow,Finance,Pre-series A,2000000.0,New Delhi,2021
809,PlayShifu,Education,Series B,17000000.0,Bangalore,2021
810,Pitstop,Transport,Pre-series A,3500000.0,Bangalore,2021
811,Lendingkart,Finance,Debt,15000000.0,Gujarat,2021
812,CRED,Finance,Series D,215000000.0,Bangalore,2021
813,Karnival,Technology,Pre-series A,2500000.0,Bangalore,2021
814,PharmEasy,Health,Series E,350000000.0,Mumbai,2021
815,WESS,Energy,Pre-series A,2000000.0,Mumbai,2021
816,Groww,Finance,Series D,83000000.0,Bangalore,2021
817,Avanti Finance,Finance,Series A,26000000.0,Bangalore,2021
818,Superpro.ai,Media & Entertainment,Pre-series A,3000000.0,Bangalore,2021
819,WiT-ACE,Business Intelligence,Pre-series A,1000000.0,Gurgaon,2021
820,Spinny,Commerce,Series C,65000000.0,Gurgaon,2021
822,PumPumPum,Real Estate,Pre-series A,700000.0,Gurgaon,2021
823,Eunimart,Commerce,Pre-series A,700000.0,Hyderabad,2021
824,Uable,Education,Pre-series A,35000000.0,Bangalore,2021
825,Zoko,Technology,Pre-series A,140000000.0,Bangalore,2021
826,GetWork,Business Intelligence,Pre-series A,200000.0,Gurgaon,2021
827,Easebuzz,Commerce,Series A,4000000.0,Pune,2021
828,DusMinute,Commerce,Pre-series A,1100000.0,Bangalore,2021
829,TartanSense,Technology,Series A,5000000.0,Bangalore,2021
830,Kirana247,Transport,Pre-series A,1000000.0,New Delhi,2021
831,IsGoingOnline,Commerce,Pre-series A,200000.0,Kochi,2021
832,Camp K12,Education,Series A,12000000.0,Gurgaon,2021
833,Elda Health,Health,Pre-series A,1500000.0,Bangalore,2021
834,Sporjo,Sports,Pre-series A,2000000.0,Mumbai,2021
835,SuperGaming,Manufacturing,Series A,5500000.0,Pune,2021
836,Zetwerk,Manufacturing,Series E,150000000.0,Bangalore,2021
837,AppsForBharat,LifeStyle,Pre-series A,4000000.0,Bangalore,2021
838,Khatabook,Finance,Series C,100000000.0,Bangalore,2021
839,Smytten,Commerce,Series A,6000000.0,Gurgaon,2021
840,Syook,Manufacturing,Series A,1000000.0,Bangalore,2021
841,NOTO,Commerce,Pre-series A,500000.0,Mumbai,2021
842,Lumiq,Technology,Pre-series A,2000000.0,Noida,2021
843,Breathe Well-being,Health,Series A,5500000.0,Gurgaon,2021
844,Probus,Technology,Bridge Round,500000.0,New Delhi,2021
845,Smart Express,Transport,Pre-series A,10000000.0,Mumbai,2021
846,Smallcase,Finance,Series C,40000000.0,Bangalore,2021
847,Postman,Technology,Series D,225000000.0,Bangalore,2021
848,Hashnode,Technology,Series A,6700000.0,Bangalore,2021
849,RACEnergy,Transport,Pre-series A,1300000.0,Hyderabad,2021
850,BharatPe,Finance,Debt,20000000.0,New Delhi,2021
851,Gyde,Technology,Pre-series A,250000.0,Pune,2021
852,AgNext,Agriculture,Series A,21000000.0,Chandigarh,2021
853,Xpresslane,Technology,Pre-series A,400000.0,Bangalore,2021
854,LoanKuber,Finance,Pre-series A,1200000.0,New Delhi,2021
855,OYO,Hospitality,Series F,5000000.0,Gurgaon,2021
856,Log 9 Materials,Technology,Series A,8500000.0,Bangalore,2021
857,FlashPrep,Education,Pre-series A,500000.0,Bangalore,2021
858,Kenko Health,Technology,Pre-series A,1700000.0,Mumbai,2021
859,Wiz Freight,Transport,Pre-series A,3500000.0,Chennai,2021
860,Credgenics,Finance,Series A,25000000.0,New Delhi,2021
861,BlueLearn,Education,Pre-series A,400000.0,Goa,2021
862,NimbleBox.ai,Technology,Pre-series A,1000000.0,Chennai,2021
863,Pickrr,Transport,Series B,12000000.0,Gurgaon,2021
864,Grip Invest,Finance,Series A,3000000.0,Gurgaon,2021
865,Heads Up For Tails,Health,Series A,37000000.0,New Delhi,2021
866,Blue Tokai Coffee Roasters,Food & Beverages,Pre-series A,2000000.0,New Delhi,2021
867,Neeman,Commerce,Series A,2000000.0,Hyderabad,2021
868,BharatPe,Finance,Series E,370000000.0,New Delhi,2021
869,GoSats,Finance,Pre-series A,700000.0,Bangalore,2021
870,StockGro,Finance,Pre-series A,5000000.0,Bangalore,2021
871,Onsurity,Health,Series A,16000000.0,Bangalore,2021
872,Khabri,Media & Entertainment,Pre-series A,2000000.0,Gurgaon,2021
873,Rocket Skills,Education,Pre-series A,200000.0,Gurgaon,2021
874,RenewBuy,Finance,Series C,10000000.0,Gurgaon,2021
875,Faarms,Agriculture,Pre-series A,2000000.0,Bangalore,2021
876,Jupiter,Finance,Series B,44000000.0,Mumbai,2021
877,Pixuate,Technology,Pre-series A,1000000.0,Bangalore,2021
878,Playo,Sports,Pre-series A,500000.0,Bangalore,2021
879,Toothsi,Health,Series B,20000000.0,Mumbai,2021
880,Soothe Healthcare,Commerce,Series C,10000000.0,New Delhi,2021
881,Goodmeetings,Technology,Series A,1700000.0,Bangalore,2021
882,Apnaklub,Commerce,Pre-series A,3500000.0,Bangalore,2021
883,ChefKart,Commerce,Pre-series A,300000.0,Gurgaon,2021
884,Fashinza,Beauty & Fashion,Series A,20000000.0,Gurgaon,2021
885,QuickShift,Transport,Pre-series A,770000.0,Pune,2021
886,infra.market,Real Estate,Series D,125000000.0,Thane,2021
887,CollegeDekho,Education,Series B,35000000.0,Gurgaon,2021
888,Simpl,Commerce,Series B,40000000.0,Bangalore,2021
889,PayGlocal,Finance,Series A,4900000.0,Bangalore,2021
890,Pocket FM,Media & Entertainment,Series B,22000000.0,Bangalore,2021
891,PlanetSpark,Business Intelligence,Series B,13000000.0,Gurgaon,2021
892,LenDenClub,Finance,Series A,10000000.0,Mumbai,2021
893,CometChat,Technology,Series A,10000000.0,Mumbai,2021
894,AgroStar,Agriculture,Series D,70000000.0,Pune,2021
895,Bizongo,Technology,Series D,100000000.0,Mumbai,2021
896,MoEngage,Technology,Series D,30000000.0,Bangalore,2021
897,CloudSEK,Business Intelligence,Series A,7000000.0,Bangalore,2021
898,Exponent Energy,Transport,Pre-series A,5000000.0,Bangalore,2021
899,Trinkerr,Commerce,Series A,6600000.0,Bangalore,2021
900,Zorro,Business Intelligence,Pre-series A,32000000.0,Gurgaon,2021
901,Ultraviolette,Transport,Series C,150000000.0,Bangalore,2021
902,NephroPlus,Hospitality,Series E,24000000.0,Hyderabad,2021
903,Unremot,Technology,Pre-series A,700000.0,Bangalore,2021
904,Spry,Media & Entertainment,Pre-series A,1500000.0,Mumbai,2021
905,Enmovil,Technology,Pre-series A,1300000.0,Hyderabad,2021
906,ASQI Advisors,Finance,Pre-series A,1000000.0,Mumbai,2021
907,Insurance Samadhan,Finance,Pre-series A,725000.0,New Delhi,2021
908,MasterChow,Real Estate,Pre-series A,461000.0,Food & Beverages,2021
909,Fullife Healthcare,Commerce,Series C,22000000.0,Hauz Khas,2021
910,MoEVing,Transport,Pre-series A,5000000.0,Gurgaon,2021
911,Pristyn Care,Hospitality,Series E,96000000.0,Gurgaon,2021
912,Plix,LifeStyle,Series A,5000000.0,Mumbai,2021
913,Uni Cards,Finance,Series A,70000000.0,Bangalore,2021
914,Nestasia,Commerce,Series A,4000000.0,Kolkata,2021
915,Vedic Cosmeceuticals,Beauty & Fashion,Series A,32000000.0,Noida,2021
916,Juspay,Finance,Series C,60000000.0,Bangalore,2021
917,TranZact,Technology,Series A,7000000.0,Mumbai,2021
918,Mohalla Tech,Media & Entertainment,Series G,266000000.0,Bangalore,2021
919,Stack,Finance,Pre-series A,4500000.0,Bangalore,2021
920,WeSkill,Education,Pre-series A,4000000.0,Gurgaon,2021
921,ByteLearn,Education,Pre-series A,9500000.0,Noida,2021
922,Dista,Technology,Pre-series A,1200000.0,Pune,2021
923,Bizongo,Commerce,Series D,100000000.0,Mumbai,2021
924,FRND,Media & Entertainment,Series A,6500000.0,Bangalore,2021
925,Metadome,Technology,Pre-series A,4000000.0,Bangalore,2021
926,Yodacart,Commerce,Pre-series A,225000.0,Thane,2021
927,Jumbotail,Commerce,Series C,85000000.0,Bangalore,2021
928,Captain Fresh,Transport,Series B,40000000.0,Bangalore,2021
929,Kohbee,Education,Pre-series A,235000.0,Bangalore,2021
930,Perfora,Commerce,Pre-series A,260000.0,Gurgaon,2021
931,Unbox Robotics,Transport,Series A,7000000.0,Pune,2021
932,Ninety One,Commerce,Series A,30000000.0,Ahmedabad,2021
933,Gobillion,Commerce,Pre-series A,2900000.0,New Delhi,2021
934,RIPPLR,Transport,Pre-series A,12000000.0,Bangalore,2021
935,SK Finance,Finance,Series F,53000000.0,Jaipur,2021
936,Eggoz,Food & Beverages,Series A,3500000.0,Gurgaon,2021
937,Fabriclore,Beauty & Fashion,Pre-series A,700000.0,Jaipur,2021
938,Verandah,Beauty & Fashion,Pre-series A,1000000.0,Mumbai,2021
939,OWO Technologies,Food & Beverages,Pre-series A,3000000.0,Gurgaon,2021
940,EsportsXO,Sports,Pre-series A,1100000.0,Bangalore,2021
941,Neobank Jupiter,Finance,Series C,86000000.0,Mumbai,2021
942,Glii,Media & Entertainment,Pre-series A,10000.0,Noida,2021
943,GlobalBees,Commerce,Series B,111000000.0,New Delhi,2021
944,SecureNow,Finance,Series B,6000000.0,Gurgaon,2021
945,Doubtnut,Education,Series B,30000000.0,Gurgaon,2021
946,Infra.Market,Real Estate,Series C,100000000.0,Thane,2021
947,Kutuki,Education,Pre-series A,2000000.0,Bangalore,2021
948,Eupheus,Education,Series B,4000000.0,New Delhi,2021
949,KreditBee,Finance,Series C,75000000.0,Bangalore,2021
950,Pencil,Media & Entertainment,Pre-series A,1000000.0,Mumbai,2021
951,UptimeAI,Technology,Pre-series A,1500000.0,Bangalore,2021
952,WizKlub,Education,Pre-series A,800000.0,Bangalore,2021
953,Zolve,Finance,Pre-series A,15000000.0,Bangalore,2021
954,MediBuddy,Education,Debt,3000000.0,Bangalore,2021
955,Pariksha,Education,Pre-series A,2000000.0,Pune,2021
956,Express Stores,Commerce,Pre-series A,1000000.0,Gurgaon,2021
957,Phable,Health,Series A,12000000.0,Bangalore,2021
958,Supply6,Health,Pre-series A,100000.0,Bangalore,2021
959,Swajal,Government,Pre-series A,1600000.0,Gurgaon,2021
960,BharatPe,Finance,Series D,100000000.0,New Delhi,2021
961,Filo,Education,Pre-series A,260000.0,New Delhi,2021
962,Method & Madness,Real Estate,Pre-series A,2000000.0,Mumbai,2021
963,EduFund,Finance,Pre-series A,300000.0,Gujarat,2021
964,Pepperfry,Commerce,Debt,30000000.0,Mumbai,2021
965,VerSe Innovation,Business Intelligence,Series H,1000000000.0,Bangalore,2021
966,Supersourcing,Technology,Pre-series A,200000.0,Indore,2021
967,AutomataPi,Manufacturing,Pre-series A,400000.0,Powai,2021
968,Newton School,Education,Series A,5000000.0,Bangalore,2021
969,Siply,Finance,Pre-series A,1000000.0,Bangalore,2021
970,SarvaGram,Finance,Series B,10000000.0,Mumbai,2021
971,Unlu,Media & Entertainment,Pre-series A,1000000.0,Gurgaon,2021
972,GlobalFair,Finance,Pre-series A,2000000.0,Gurgaon,2021
973,Eduvanz,Finance,Debt,10000000.0,Mumbai,2021
974,Progcap,Finance,Debt,1000000.0,New Delhi,2021
975,ABL Workspaces,Hospitality,Pre-series A,600000.0,New Delhi,2021
976,SplashLearn,Education,Series C,18000000.0,Gurgaon,2021
977,Maya,Health,Pre-series A,2200000.0,Bangalore,2021
978,MediBuddy,Health,Series B,40000000.0,Bangalore,2021
979,Zetwerk,Commerce,Series D,120000000.0,Bangalore,2021
980,YourPhysio,Health,Pre-series A,350000.0,Nagpur,2021
981,Aviom Housing Finance,Finance,Debt,1000000.0,New Delhi,2021
982,Hemp Horizons,Health,Pre-series A,200000.0,Noida,2021
983,Koo,Media & Entertainment,Series A,4100000.0,Bangalore,2021
984,InnerHour,Health,Series A,5200000.0,Mumbai,2021
985,Origo,Agriculture,Debt,10000000.0,Gurgaon,2021
986,Elucidata,Health,Pre-series A,5000000.0,New Delhi,2021
987,Saveo,Health,Pre-series A,4000000.0,Bangalore,2021
988,DotPe,Finance,Pre-series A,8000000.0,Gurgaon,2021
989,SeeVC,Technology,Pre-series A,1000000.0,New Delhi,2021
990,VenWiz,Commerce,Pre-series A,300000.0,Bangalore,2021
991,Headfone,Media & Entertainment,Pre-series A,3000000.0,Bangalore,2021
992,GrowFix,Finance,Pre-series A,2000000.0,Bangalore,2021
993,Dunzo,Transport,Series E,40000000.0,Bangalore,2021
994,BeyondSkool,Education,Pre-series A,2000000.0,Mumbai,2021
995,Mindler,Education,Pre-series A,1000000.0,New Delhi,2021
996,Fashinza,Commerce,Pre-series A,2600000.0,Gurgaon,2021
997,BharatPe,Finance,Debt,6000000.0,New Delhi,2021
998,Turnip,Manufacturing,Pre-series A,1600000.0,Bangalore,2021
999,Inficold,Energy,Pre-series A,900000.0,New Delhi,2021
1000,KIWI,Technology,Pre-series A,250000.0,New Delhi,2021
1001,BharatPe,Finance,Debt,10000000.0,New Delhi,2021
1002,Udayy,Education,Pre-series A,2500000.0,Gurgaon,2021
1003,DeHaat,Agriculture,Series C,30000000.0,Patna,2021
1004,Samunnati,Agriculture,Debt,10000000.0,Chennai,2021
1005,Biconomy,Finance,Pre-series A,1500000.0,New Delhi,2021
1007,Nao Spirits & Beverages Pvt Ltd,Food & Beverages,Series A,2000000.0,New Delhi,2021
1008,PurpleTutor,Education,Pre-series A,300000.0,Mumbai,2021
1009,Karkhana.io,Manufacturing,Pre-series A,1500000.0,Mumbai,2021
1010,CoinSwitch Kuber,Finance,Series A,15000000.0,Bangalore,2021
1011,Infra.Market,Commerce,Debt,6000000.0,Thane,2021
1012,ReadyAssist,Transport,Pre-series A,1000000.0,Bangalore,2021
1013,Ergos,Agriculture,Series A,3000000.0,Samastipur,2021
1014,Toothsi,Health,Series A,5000000.0,Mumbai,2021
1015,Jumbotail,Food & Beverages,Series B,14300000.0,Bangalore,2021
1016,Phi Commerce,Finance,Series A,4000000.0,Pune,2021
1017,Finsall,Technology,Pre-series A,300000.0,Bangalore,2021
1018,Practically,Education,Pre-series A,4000000.0,Telangana,2021
1019,Cred,Finance,Series C,81000000.0,Bangalore,2021
1020,Zerone,Finance,Pre-series A,1300000.0,Gurgaon,2021
1021,boAt,Beauty & Fashion,Series C,100000000.0,Mumbai,2021
1022,Kyt,Education,Series A,5000000.0,Bangalore,2021
1023,BharatPe,Finance,Debt,8200000.0,New Delhi,2021
1024,CropIn,Agriculture,Series C,20000000.0,Bangalore,2021
1025,Vanity Wagon,Beauty & Fashion,Pre-series A,200000.0,Haryana,2021
1026,Oyo,Hospitality,Series F,7000000.0,Gurgaon,2021
1027,HobSpace,Education,Pre-series A,100000.0,Mumbai,2021
1028,KiranaKart,Commerce,Pre-series A,720000.0,Mumbai,2021
1029,Meddo,Health,Pre-series A,3000000.0,Gurgaon,2021
1030,SP Robotic Works,Education,Series A,3000000.0,Chennai,2021
1031,3SC,Transport,Series B,15000000.0,Gurgaon,2021
1032,Minimalist,Beauty & Fashion,Series A,10000000.0,Jaipur,2021
1033,Fixcraft,Transport,Pre-series A,1000000.0,Gurgaon,2021
1034,90+ My Tuition App,Education,Series A,5000000.0,Bangalore,2021
1035,Wasabi,Business Intelligence,Pre-series A,1800000.0,Bangalore,2021
1036,Strata,Real Estate,Series A,6000000.0,Bangalore,2021
1037,Ourbetterplanet,Commerce,Pre-series A,300000.0,Bangalore,2021
1038,Murf.ai,Technology,Pre-series A,1500000.0,Bangalore,2021
1039,MYFITNESS,LifeStyle,Pre-series A,1000000.0,Silvassa,2021
1040,I am Love,Health,Pre-series A,4000000.0,Mumbai,2021
1041,Eloelo,Manufacturing,Pre-series A,2000000.0,Bangalore,2021
1042,Edukemy,Education,Pre-series A,2000000.0,Noida,2021
1043,Zingbus,Transport,Pre-series A,5000000.0,Gurgaon,2021
1044,NewsReach,Media & Entertainment,Pre-series A,300000.0,Ahmedabad,2021
1045,Pencilton,Finance,Pre-series A,330000.0,Hyderabad,2021
1046,The Whole Truth,Food & Beverages,Series A,6000000.0,Mumbai,2021
1047,Insane AI,LifeStyle,Pre-series A,800000.0,Bangalore,2021
1048,Go Swift,Commerce,Pre-series A,2000000.0,Bangalore,2021
1049,G.O.A.T,Commerce,Series A,36000000.0,Bangalore,2021
1050,ReDesyn,Commerce,Pre-series A,300000.0,Mumbai,2021
1051,Knorish,Education,Pre-series A,1000000.0,Gurgaon,2021
1052,Dozee,Health,Series A,5000000.0,Bangalore,2021
1053,BlackBuck,Transport,Series E,67000000.0,Bangalore,2021
1054,Mailmodo,Business Intelligence,Pre-series A,2000000.0,Bangalore,2021
1055,NirogStreet,Health,Series A,2500000.0,New Delhi,2021
1056,Even,Health,Pre-series A,5000000.0,Bangalore,2021
1057,Captain Fresh,Transport,Series A,12000000.0,Bangalore,2021
1058,Otipy,Food & Beverages,Series A,10200000.0,Gurgaon,2021
1059,Edvizo,Commerce,Pre-series A,1000000.0,Bangalore,2021
1060,GlobalBees,Commerce,Series A,150000000.0,New Delhi,2021
1061,Spinny,Transport,Series D,108000000.0,Gurgaon,2021
1062,Mynvax,Health,Series A,4000000.0,Bangalore,2021
1063,Uvi Health,Health,Pre-series A,330000.0,Bangalore,2021
1064,HealthifyMe,Health,Series C,75000000.0,Bangalore,2021
1065,Sea6 Energy,Health,Series B,9000000.0,Bangalore,2021
1066,Beco,Commerce,Pre-series A,500000.0,Mumbai,2021
1067,MedPay,Technology,Pre-series A,1200000.0,Bangalore,2021
1068,Digantara,Technology,Pre-series A,2500000.0,Bangalore,2021
1069,Aqgromalin,Agriculture,Pre-series A,700000.0,Chennai,2021
1070,Ola Electric,Transport,Debt,100000000.0,Bangalore,2021
1071,Trell,Commerce,Series B,45000000.0,Bangalore,2021
1072,EasyAspataal,Health,Pre-series A,500000.0,Mumbai,2021
1073,Arcana,Technology,Pre-series A,370000.0,Bangalore,2021
1074,AdmitKard,Education,Pre-series A,1000000.0,Noida,2021
1075,Aquaconnect,Agriculture,Pre-series A,4000000.0,Chennai,2021
1076,LetsDressUp,Beauty & Fashion,Pre-series A,300000.0,Gurgaon,2021
1077,Ati Motors,Transport,Pre-series A,35000000.0,Bangalore,2021
1078,peAR,Technology,Pre-series A,300000.0,Mumbai,2021
1079,The Sleep Company,Commerce,Pre-series A,1000000.0,Mumbai,2021
1080,ION Energy,Transport,Pre-series A,3600000.0,Mumbai,2021
1081,FRAAZO,Food & Beverages,Series A,11000000.0,Mumbai,2021
1082,Licious,Food & Beverages,Series F,192000000.0,Bangalore,2021
1083,WinZO,Manufacturing,Series C,65000000.0,New Delhi,2021
1084,Skylark Drones,Transport,Pre-series A,3000000.0,Bangalore,2021
1085,MyMobiForce,Technology,Pre-series A,1400000.0,Noida,2021
1086,Neverinstall,Technology,Pre-series A,370000.0,Bangalore,2021
1087,BeatO,Health,Pre-series A,5000000.0,New Delhi,2021
1088,Earth Rhythm,Beauty & Fashion,Pre-series A,1200000.0,Gurgaon,2021
1089,Fountain9,Technology,Pre-series A,1900000.0,Mumbai,2021
1090,Shiprocket,Transport,Series D,41000000.0,New Delhi,2021
1091,Teachmint,Education,Pre-series A,20000000.0,Bangalore,2021
1092,Vahak,Transport,Pre-series A,5000000.0,Bangalore,2021
1093,goSTOPS,Hospitality,Pre-series A,1000000.0,New Delhi,2021
1094,Delhivery,Transport,Series H,270000000.0,Gurgaon,2021
1095,Avishkaar,Education,Pre-series A,600000.0,New Delhi,2021
1096,Jobsgaar,Business Intelligence,Pre-series A,140000.0,New Delhi,2021
1097,Breathe Well-being,Health,Pre-series A,1000000.0,New Delhi,2021
1098,Urban Company,LifeStyle,Series F,250000000.0,New Delhi,2021
1099,MYBYK,Real Estate,Pre-series A,1000000.0,Ahmedabad,2021
1100,Locus,Transport,Series C,50000000.0,Bangalore,2021
1101,Crejo.Fun,Education,Pre-series A,3000000.0,Bangalore,2021
1102,Bambinos,Education,Pre-series A,500000.0,Bangalore,2021
1103,Spardha,Education,Pre-series A,400000.0,Pune,2021
1104,Fyllo,Agriculture,Pre-series A,400000.0,Bangalore,2021
1105,Swiflearn,Education,Pre-series A,3000000.0,Gurgaon,2021
1106,QuickSell,Commerce,Pre-series A,2000000.0,Mumbai,2021
1107,Truemeds,Health,Series A,5000000.0,Mumbai,2021
